session_id,at_ns,merchant_id,amount_paise,local_hour,label,anomalous,split
1011,1701176540000000000,3,25545,14,normal,0,test
1011,1701254360000000000,3,22244,12,normal,0,test
1011,1701343460000000000,6,22850,13,normal,0,test
1011,1701430880000000000,3,31033,13,normal,0,test
1011,1701468800000000000,3,27460,13,burst,1,test
1011,1701468920000000000,3,27460,13,burst,1,test
1011,1701469040000000000,3,27460,13,burst,1,test
1011,1701469160000000000,3,27460,13,burst,1,test
1011,1701469280000000000,3,27460,13,burst,1,test
1011,1701469400000000000,3,27460,13,burst,1,test
1012,1700054840000000000,3,48335,15,normal,0,test
1012,1700134040000000000,3,48430,13,normal,0,test
1012,1700219900000000000,3,41232,13,normal,0,test
1012,1700229860000000000,3,43483,15,normal,0,test
1012,1700315720000000000,3,48699,15,normal,0,test
1012,1700314820000000000,3,47608,15,normal,0,test
1012,1700395100000000000,3,40650,13,normal,0,test
1012,1700481920000000000,3,46835,13,normal,0,test
1012,1700483540000000000,3,38254,14,normal,0,test
1012,1700569100000000000,3,38289,14,normal,0,test
1012,1700660720000000000,3,49561,15,normal,0,test
1012,1700740700000000000,3,39208,13,normal,0,test
1012,1700747180000000000,3,42598,15,normal,0,test
1012,1700834960000000000,3,45683,15,normal,0,test
1012,1700912960000000000,3,108296,13,legit: team order,0,test
1012,1701000740000000000,3,48549,13,normal,0,test
1012,1701091340000000000,3,48878,15,normal,0,test
1012,1701171440000000000,3,108296,13,legit: team order,0,test
1012,1701257120000000000,3,45778,13,normal,0,test
1012,1701346340000000000,3,42416,13,normal,0,test
1012,1701432920000000000,3,42307,14,normal,0,test
1012,1701520940000000000,3,46358,14,normal,0,test
1012,1701612380000000000,3,38515,15,normal,0,test
1012,1701698060000000000,3,48514,15,normal,0,test
1012,1701728000000000000,3,44148,14,burst,1,test
1012,1701728120000000000,3,44148,14,burst,1,test
1012,1701728240000000000,3,44148,14,burst,1,test
1012,1701728360000000000,3,44148,14,burst,1,test
1012,1701728480000000000,3,44148,14,burst,1,test
1012,1701728600000000000,3,44148,14,burst,1,test
1013,1700056640000000000,5,36580,15,normal,0,test
1013,1700141420000000000,6,37344,15,normal,0,test
1013,1700138900000000000,5,32867,14,normal,0,test
1013,1700225600000000000,6,34801,14,normal,0,test
1013,1700313740000000000,6,37453,15,normal,0,test
1013,1700394320000000000,5,32582,13,normal,0,test
1013,1700397980000000000,5,33038,14,normal,0,test
1013,1700483540000000000,5,96416,14,legit: team order,0,test
1013,1700488520000000000,5,33565,15,normal,0,test
1013,1700575700000000000,5,34995,15,normal,0,test
1013,1700660660000000000,5,40985,15,normal,0,test
1013,1700747480000000000,5,37967,15,normal,0,test
1013,1700832800000000000,6,41156,15,normal,0,test
1013,1700834540000000000,5,40805,15,normal,0,test
1013,1700917220000000000,5,35142,14,normal,0,test
1013,1700999540000000000,5,34262,13,normal,0,test
1013,1701089240000000000,5,39790,14,normal,0,test
1013,1701091400000000000,5,35050,15,normal,0,test
1013,1701177380000000000,6,34031,15,normal,0,test
1013,1701178760000000000,6,39416,15,normal,0,test
1013,1701209600000000000,40,76416,14,new merchant,1,test
1013,1701220400000000000,44,76416,14,new merchant,1,test
1013,1701231200000000000,45,76416,14,new merchant,1,test
1014,1700049860000000000,3,51882,13,normal,0,test
1014,1700128880000000000,5,50049,11,normal,0,test
1014,1700212760000000000,3,52751,11,normal,0,test
1014,1700301080000000000,5,43441,11,normal,0,test
1014,1700392760000000000,5,45224,13,normal,0,test
1014,1700488520000000000,5,44358,15,legit: late lunch,0,test
1014,1700559680000000000,4,54607,11,legit: occasional merchant,0,test
1014,1700562080000000000,5,54344,12,normal,0,test
1014,1700644760000000000,3,50293,11,normal,0,test
1014,1700652020000000000,3,47768,13,normal,0,test
1014,1700732780000000000,3,52822,11,normal,0,test
1014,1700739500000000000,5,51995,13,normal,0,test
1014,1700833940000000000,5,51256,15,legit: late lunch,0,test
1014,1700910860000000000,5,51418,13,normal,0,test
1014,1701007100000000000,5,54821,15,legit: late lunch,0,test
1014,1701082700000000000,3,51819,12,normal,0,test
1014,1701163820000000000,3,50255,11,normal,0,test
1014,1701165560000000000,5,54985,11,normal,0,test
1014,1701254240000000000,3,44065,12,normal,0,test
1014,1701345140000000000,5,48673,13,normal,0,test
1014,1701430640000000000,3,51046,13,normal,0,test
1014,1701517760000000000,3,51717,13,normal,0,test
1014,1701611480000000000,3,50671,15,legit: late lunch,0,test
1014,1701599480000000000,5,54162,12,normal,0,test
1014,1701691100000000000,5,48467,13,normal,0,test
1015,1700040800000000000,4,59538,11,normal,0,test
1015,1700135360000000000,4,60577,13,normal,0,test
1015,1700223020000000000,6,59489,13,normal,0,test
1015,1700217980000000000,6,57440,12,normal,0,test
1015,1700299760000000000,4,52559,11,normal,0,test
1015,1700394740000000000,6,55205,13,normal,0,test
1015,1700480780000000000,6,60533,13,normal,0,test
1015,1700561480000000000,4,59997,11,normal,0,test
1015,1700649620000000000,4,59588,12,normal,0,test
1015,1700739620000000000,6,58863,13,normal,0,test
1015,1700823440000000000,6,56101,12,normal,0,test
1015,1700911580000000000,4,55116,13,normal,0,test
1015,1700910920000000000,4,58217,13,normal,0,test
1015,1701006140000000000,4,59715,15,legit: late lunch,0,test
1015,1701078080000000000,4,62186,11,normal,0,test
1015,1701078920000000000,6,54907,11,normal,0,test
1015,1701168860000000000,6,53541,12,normal,0,test
1016,1700058260000000000,4,26570,16,legit: late lunch,0,test
1016,1700048540000000000,4,26866,13,normal,0,test
1016,1700133260000000000,4,26601,13,normal,0,test
1016,1700132420000000000,4,29697,12,normal,0,test
1016,1700219720000000000,2,37560,13,normal,0,test
1016,1700224160000000000,4,29023,14,normal,0,test
1016,1700305760000000000,4,35022,12,normal,0,test
1016,1700389220000000000,2,36190,12,normal,0,test
1016,1700480360000000000,4,30951,13,normal,0,test
1016,1700570660000000000,2,34149,14,normal,0,test
1016,1700570720000000000,2,83808,14,legit: team order,0,test
1016,1700657000000000000,2,35071,14,normal,0,test
1016,1700749340000000000,4,26542,16,legit: late lunch,0,test
1016,1700827820000000000,4,37147,13,normal,0,test
1016,1700914940000000000,2,29547,14,normal,0,test
1016,1700996960000000000,2,29633,12,normal,0,test
1016,1701081200000000000,2,36022,12,normal,0,test
1016,1701168320000000000,4,28902,12,normal,0,test
1016,1701256940000000000,4,29863,13,normal,0,test
1016,1701270740000000000,2,37119,16,legit: late lunch,0,test
1016,1701346880000000000,4,28698,14,normal,0,test
1016,1701430400000000000,4,33516,13,normal,0,test
1017,1700052020000000000,4,42452,14,legit: occasional merchant,0,test
1017,1700051300000000000,5,38861,14,normal,0,test
1017,1700130980000000000,4,45896,12,normal,0,test
1017,1700222180000000000,5,47860,13,normal,0,test
1017,1700303420000000000,4,49405,12,normal,0,test
1017,1700393540000000000,5,47951,13,normal,0,test
1017,1700476760000000000,4,39634,12,normal,0,test
1017,1700564240000000000,5,45031,12,normal,0,test
1017,1700652020000000000,4,43782,13,normal,0,test
1017,1700740160000000000,3,40103,13,legit: occasional merchant,0,test
1017,1700827460000000000,5,47604,13,normal,0,test
1017,1700914220000000000,5,43422,13,normal,0,test
1017,1700996240000000000,4,39559,12,normal,0,test
1017,1701087920000000000,4,47876,14,normal,0,test
1018,1700048300000000000,2,54885,13,normal,0,test
1018,1700134880000000000,1,52952,13,normal,0,test
1018,1700223200000000000,1,62722,14,normal,0,test
1018,1700305940000000000,2,58332,12,normal,0,test
1018,1700306180000000000,2,54582,13,normal,0,test
1018,1700393300000000000,1,62885,13,normal,0,test
1018,1700482760000000000,2,61294,14,normal,0,test
1018,1700569760000000000,1,54293,14,normal,0,test
1018,1700658740000000000,2,57554,14,normal,0,test
1018,1700739680000000000,2,61971,13,normal,0,test
1018,1700738360000000000,2,54043,13,normal,0,test
1018,1700823320000000000,1,54416,12,normal,0,test
1018,1700923820000000000,1,60167,16,legit: late lunch,0,test
1018,1701008240000000000,1,60950,16,legit: late lunch,0,test
1018,1701087380000000000,2,54980,14,normal,0,test
1018,1701080360000000000,2,53284,12,legit: occasional merchant,0,test
1018,1701182000000000000,2,63091,16,legit: late lunch,0,test
1018,1701256040000000000,2,52690,12,normal,0,test
1018,1701356300000000000,1,58593,16,legit: late lunch,0,test
1018,1701427640000000000,2,52498,12,normal,0,test
1018,1701512600000000000,1,51624,12,normal,0,test
1018,1701609140000000000,2,56422,14,normal,0,test
1018,1701693140000000000,2,134414,14,legit: team order,0,test
1019,1700051900000000000,5,18697,14,normal,0,test
1019,1700138300000000000,5,21059,14,normal,0,test
1019,1700223800000000000,5,16689,14,normal,0,test
1019,1700310200000000000,5,17702,14,normal,0,test
1019,1700313020000000000,5,22634,14,normal,0,test
1019,1700397080000000000,5,26429,14,normal,0,test
1019,1700475740000000000,5,21079,12,normal,0,test
1019,1700564120000000000,5,21119,12,normal,0,test
1019,1700657840000000000,5,23051,14,normal,0,test
1019,1700745020000000000,5,17281,14,normal,0,test
1019,1700751080000000000,5,27292,16,legit: late lunch,0,test
1019,1700831240000000000,5,26170,14,normal,0,test
1019,1700916500000000000,5,64466,14,legit: team order,0,test
1019,1700993960000000000,5,25698,12,normal,0,test
1019,1700994800000000000,5,24808,12,normal,0,test
1019,1701087320000000000,5,17493,14,normal,0,test
1019,1701175040000000000,5,26468,14,normal,0,test
1019,1701254300000000000,5,25707,12,normal,0,test
1019,1701344660000000000,5,17061,13,normal,0,test
1019,1701425840000000000,5,20146,12,normal,0,test
1019,1701514460000000000,5,64466,12,legit: team order,0,test
1019,1701604220000000000,5,24419,13,normal,0,test
1019,1701686240000000000,3,16482,12,legit: occasional merchant,0,test
1019,1701738800000000000,5,22233,3,odd hour,1,test
1019,1701825200000000000,5,22233,3,odd hour,1,test
1020,1700043020000000000,3,37725,11,normal,0,test
1020,1700129000000000000,3,33814,11,normal,0,test
1020,1700220020000000000,3,34171,13,normal,0,test
1020,1700307740000000000,3,33581,13,normal,0,test
1020,1700385380000000000,3,31387,11,normal,0,test
1020,1700480360000000000,3,34303,13,normal,0,test
1020,1700475800000000000,3,40767,12,normal,0,test
1020,1700574920000000000,3,39053,15,legit: late lunch,0,test
1020,1700649920000000000,3,41305,12,normal,0,test
1020,1700740820000000000,3,32657,13,normal,0,test
1020,1700818880000000000,3,31370,11,normal,0,test
1020,1700919380000000000,3,42217,15,legit: late lunch,0,test
1020,1700913140000000000,3,34168,13,normal,0,test
1020,1700996960000000000,3,41713,12,normal,0,test
1020,1701077240000000000,3,37590,11,normal,0,test
1020,1701172760000000000,3,39587,13,normal,0,test
1020,1701166220000000000,3,39648,11,normal,0,test
1021,1700045900000000000,5,31010,12,normal,0,test
1021,1700132420000000000,1,32952,12,normal,0,test
1021,1700217800000000000,1,38432,12,normal,0,test
1021,1700303660000000000,1,29790,12,normal,0,test
1021,1700387900000000000,1,38802,11,normal,0,test
1021,1700471720000000000,5,37248,11,normal,0,test
1021,1700566700000000000,1,35642,13,normal,0,test
1021,1700650760000000000,5,33178,12,normal,0,test
1021,1700645900000000000,1,36836,11,normal,0,test
1021,1700731160000000000,5,34603,11,normal,0,test
1021,1700738900000000000,5,87934,13,legit: team order,0,test
1021,1700826980000000000,1,28708,13,normal,0,test
1021,1700906840000000000,5,37490,11,normal,0,test
1021,1700919140000000000,1,36694,15,legit: late lunch,0,test
1021,1700992940000000000,5,29957,11,normal,0,test
1021,1701079940000000000,5,37651,11,normal,0,test
1022,1700049920000000000,5,27884,13,normal,0,test
1022,1700136320000000000,1,21349,13,normal,0,test
1022,1700219960000000000,5,26027,13,normal,0,test
1022,1700220500000000000,5,24540,13,normal,0,test
1022,1700307080000000000,5,21257,13,normal,0,test
1022,1700390300000000000,1,26534,12,normal,0,test
1022,1700479280000000000,5,27397,13,normal,0,test
1022,1700486480000000000,1,16745,15,legit: late lunch,0,test
1022,1700561240000000000,1,16057,11,normal,0,test
1022,1700653640000000000,5,16110,13,normal,0,test
1022,1700731880000000000,6,21024,11,legit: occasional merchant,0,test
1022,1700735900000000000,1,19252,12,normal,0,test
1022,1700820560000000000,5,25207,11,normal,0,test
1022,1700906960000000000,5,26517,11,normal,0,test
1022,1701007220000000000,1,23200,15,legit: late lunch,0,test
1022,1701087020000000000,5,16458,13,normal,0,test
1022,1701164000000000000,5,22231,11,normal,0,test
1022,1701167600000000000,5,18783,12,normal,0,test
1022,1701259700000000000,5,63864,13,legit: team order,0,test
1022,1701258980000000000,1,18493,13,normal,0,test
1022,1701353240000000000,5,22249,15,legit: late lunch,0,test
1022,1701335780000000000,1,23228,11,normal,0,test
1022,1701382400000000000,44,43864,12,new merchant,1,test
1022,1701393200000000000,54,43864,12,new merchant,1,test
1022,1701404000000000000,41,43864,12,new merchant,1,test
1023,1700042780000000000,2,23398,11,normal,0,test
1023,1700127500000000000,2,22431,11,normal,0,test
1023,1700222480000000000,4,30282,13,normal,0,test
1023,1700299820000000000,2,28205,11,normal,0,test
1023,1700385680000000000,4,28534,11,normal,0,test
1023,1700482040000000000,2,27501,13,normal,0,test
1023,1700476640000000000,2,27798,12,normal,0,test
1023,1700567000000000000,2,24969,13,normal,0,test
1023,1700648660000000000,4,23904,12,normal,0,test
1023,1700738240000000000,2,29440,13,normal,0,test
1023,1700736260000000000,2,21420,12,normal,0,test
1023,1700817920000000000,4,23951,11,normal,0,test
1023,1700908880000000000,2,23525,12,normal,0,test
1023,1700993840000000000,4,23246,12,normal,0,test
1023,1701079640000000000,4,24893,11,normal,0,test
1023,1701167840000000000,2,26882,12,normal,0,test
1023,1701249920000000000,4,30671,11,normal,0,test
1023,1701259760000000000,2,23633,13,normal,0,test
1023,1701352520000000000,2,29764,15,legit: late lunch,0,test
1023,1701426560000000000,4,27447,12,normal,0,test
1023,1701510920000000000,4,27191,11,normal,0,test
1023,1701600500000000000,2,22114,12,normal,0,test
1024,1700053940000000000,6,14239,14,normal,0,test
1024,1700046200000000000,6,13281,12,normal,0,test
1024,1700135900000000000,5,22406,13,normal,0,test
1024,1700222480000000000,6,13923,13,normal,0,test
1024,1700316860000000000,6,12989,16,legit: late lunch,0,test
1024,1700396240000000000,6,12493,14,normal,0,test
1024,1700481560000000000,6,18615,13,normal,0,test
1024,1700477240000000000,5,15356,12,normal,0,test
1024,1700567120000000000,6,14879,13,normal,0,test
1024,1700648900000000000,5,14091,12,normal,0,test
